Forest,BurnType,TakedownDate,TrapType,TreeNumber,TimePoint,TrapDestroyed,VialNumber,LabelCode,PrelimID,Order,Count,Family,Genus,Specimen ID,Guild,Sex,det,Preservation,Notes
sgl322,recent,2025-06-09,clear vane,1,1,no,2,"322, CV 1, 2025-6-9, V2","small, adult staphs (21 total)",Coleoptera,1,Staphylinidae,,,?,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,2,"322, CV 1, 2025-6-9, V2","small, adult staphs (21 total)",Coleoptera,1,Staphylinidae,,,?,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,2,"322, CV 1, 2025-6-9, V2","small, adult staphs (21 total)",Coleoptera,1,Staphylinidae,,,?,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,2,"322, CV 1, 2025-6-9, V2","small, adult staphs (21 total)",Coleoptera,1,Staphylinidae,,,?,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,2,"322, CV 1, 2025-6-9, V2","small, adult staphs (21 total)",Coleoptera,1,Staphylinidae,,,?,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,2,"322, CV 1, 2025-6-9, V2","small, adult staphs (21 total)",Coleoptera,1,Staphylinidae,,,?,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,2,"322, CV 1, 2025-6-9, V2","small, adult staphs (21 total)",Coleoptera,1,Staphylinidae,,,?,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,2,"322, CV 1, 2025-6-9, V2","small, adult staphs (21 total)",Coleoptera,1,Staphylinidae,,,?,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,2,"322, CV 1, 2025-6-9, V2","small, adult staphs (21 total)",Coleoptera,1,Staphylinidae,,,?,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,2,"322, CV 1, 2025-6-9, V2","small, adult staphs (21 total)",Coleoptera,1,Staphylinidae,,,?,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,2,"322, CV 1, 2025-6-9, V2","small, adult staphs (21 total)",Coleoptera,1,Staphylinidae,,,?,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,2,"322, CV 1, 2025-6-9, V2","small, adult staphs (21 total)",Coleoptera,1,Staphylinidae,,,?,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,2,"322, CV 1, 2025-6-9, V2","small, adult staphs (21 total)",Coleoptera,1,Staphylinidae,,,?,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,2,"322, CV 1, 2025-6-9, V2","small, adult staphs (21 total)",Coleoptera,1,Staphylinidae,,,?,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,2,"322, CV 1, 2025-6-9, V2","small, adult staphs (21 total)",Coleoptera,1,Staphylinidae,,,?,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,2,"322, CV 1, 2025-6-9, V2","small, adult staphs (21 total)",Coleoptera,1,Staphylinidae,,,?,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,2,"322, CV 1, 2025-6-9, V2","small, adult staphs (21 total)",Coleoptera,1,Staphylinidae,,,?,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,2,"322, CV 1, 2025-6-9, V2","slightly less small, adult staph",Coleoptera,1,Staphylinidae,,,?,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,2,"322, CV 1, 2025-6-9, V2",blue rove beetle,Coleoptera,1,Staphylinidae,,,?,,,,probably a predator
sgl322,recent,2025-06-09,clear vane,1,1,no,2,"322, CV 1, 2025-6-9, VColeoptera",beetles,Coleoptera,33,,,,,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,2,"322, CV 1, 2025-6-9, VHymenoptera",bees and ants mostly,Hymenoptera,8,,,,,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,2,"322, CV 1, 2025-6-9, VDiptera",flies,Diptera,17,,,,,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,3,"322, CV 1, 2025-6-9, Miscellaneous","wood cockroach, winged adult",Blattodea,1,,,,,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,3,"322, CV 1, 2025-6-9, Miscellaneous","grasshopper, reddish orange",Orthoptera,1,,,,,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,3,"322, CV 1, 2025-6-9, Miscellaneous",,Lepidoptera,1,,,,,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,3,"322, CV 1, 2025-6-9, Miscellaneous",,Opiliones,3,,,,,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,3,"322, CV 1, 2025-6-9, Miscellaneous","springtails, bluish and Entomobryomorpha looking",Collembola,2,,,,,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,3,"322, CV 1, 2025-6-9, Hemiptera","hoppers, cicadas, true bugs",Hemiptera,14,,,,,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,3,"322, CV 1, 2025-6-9, VColeoptera",beetles,Coleoptera,21,,,,,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,3,"322, CV 1, 2025-6-9, VHymenoptera","mostly Halictids, some ants, bees, and wasps",Hymenoptera,19,,,,,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,3,"322, CV 1, 2025-6-9, VDiptera",flies,Diptera,15,,,,,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,3,"322, CV 1, 2025-6-9, Miscellaneous",mites,Acari,10,,,,,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,3,"322, CV 1, 2025-6-9, Miscellaneous",thrips,Thysanoptera,311,,,,,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,4,"322, CV 1, 2025-6-9, Miscellaneous",mites,Acari,14,,,,,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,4,"322, CV 1, 2025-6-9, Miscellaneous","1 caterpillar, probably Geometridae",Lepidoptera,1,,,,,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,4,"322, CV 1, 2025-6-9, Hemiptera","true bugs, hoppers, aphids, and psyllids",Hemiptera,18,,,,,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,4,"322, CV 1, 2025-6-9, VColeoptera",beetles,Coleoptera,129,,,,,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,4,"322, CV 1, 2025-6-9, VHymenoptera","Halictids, some bees, some wasps",Hymenoptera,17,,,,,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,4,"322, CV 1, 2025-6-9, VDiptera",flies,Diptera,30,,,,,,,,
sgl322,recent,2025-06-09,clear vane,1,1,no,4,"322, CV 1, 2025-6-9, Miscellaneous",thrips,Thysanoptera,156,,,,,,,,
,,,,,,,,,,,,,,,,,,,
sgl322,recent,2025-06-09,clear vane,4,1,no,1,"322, CV 4, 2025-6-9, Coleoptera",Acari on beetles,Acari,4,,,,,,,,
sgl322,recent,2025-06-09,clear vane,4,1,no,1,"322, CV 4, 2025-6-9","cicadas, hoppers, and aphids",Hemiptera,29,,,,,,,,
sgl322,recent,2025-06-09,clear vane,4,1,no,1,"322, CV 4, 2025-6-9, Misc","wood roaches, winged adults",Blattodea,6,,,,,,,,
sgl322,recent,2025-06-09,clear vane,4,1,no,1,"322, CV 4, 2025-6-9, Misc",Neuroptera nymph,Neuroptera,1,,,,,,,,
sgl322,recent,2025-06-09,clear vane,4,1,no,1,"322, CV 4, 2025-6-9, Misc",bark lice,Psocodea,4,,,,,,,,
sgl322,recent,2025-06-09,clear vane,4,1,no,1,"322, CV 4, 2025-6-9",tree crickets,Orthoptera,2,,,,,,,,
sgl322,recent,2025-06-09,clear vane,4,1,no,1,"322, CV 4, 2025-6-9",spiders,Araneae,9,,,,,,,,
sgl322,recent,2025-06-09,clear vane,4,1,no,1,"322, CV 4, 2025-6-9",mites,Acari,15,,,,,,,,
sgl322,recent,2025-06-09,clear vane,4,1,no,1,"322, CV 4, 2025-6-9, Coleoptera",beetles,Coleoptera,199,,,,,,,,
sgl322,recent,2025-06-09,clear vane,4,1,no,1,"322, CV 4, 2025-6-9, Hymenoptera","Halictids, some ants, some small wasps, 1 Ichneumonoid",Hymenoptera,28,,,,,,,,
sgl322,recent,2025-06-09,clear vane,4,1,no,1,"322, CV 4, 2025-6-9, Misc",1 small spotted caterpillar and 2 primitive looking moths. Big tusks by mouthparts,Lepidoptera,4,,,,,,,,
sgl322,recent,2025-06-09,clear vane,4,1,no,1,"322, CV 4, 2025-6-9, Diptera",flies,Diptera,102,,,,,,,,
sgl322,recent,2025-06-09,clear vane,4,1,no,1,"322, CV 4, 2025-6-9, Misc",thrips,Thysanoptera,398,,,,,,,,2 flies mixed in with the thrips. They were put with the flies
sgl322,recent,2025-06-09,clear vane,4,1,no,1,"322, CV 4, 2025-6-9, Misc",harvestmen,Opiliones,2,,,,,,,,
sgl322,recent,2025-06-09,clear vane,4,1,no,1,"322, CV 4, 2025-6-9, Misc",springtails,Collembola,3,,,,,,,,
,,,,,,,,,,,,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Hemiptera","a Membracid, many nymphal aphids and hoppers",Hemiptera,25,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Misc",winged wood roaches,Blattodea,6,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Misc","two caterpillars, two skippers, two small moths",Lepidoptera,6,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Misc",springtails ,Collembola,6,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Misc",bark louse,Psocodea,1,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Misc",harvestman,Opiliones,1,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Misc",mites,Acari,5,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Coleoptera","beetles, and 1 Meloid triungulin",Coleoptera,244,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Coleoptera",mites on a Silphid beetle,Acari,4,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Coleoptera",thrips stuck in beetles,Thysanoptera,1,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Hymenoptera","small wasps, some ants, many Halictids",Hymenoptera,52,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Diptera","flies, and 2 larval Dipterans",Diptera,70,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Misc",thrips,Thysanoptera,217,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,2,"322, CV7, 2025-06-10, Cheesecloth, Thysanoptera",thrips,Thysanoptera,1083,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,2,"322, CV7, 2025-06-10, Cheesecloth, Coleoptera",beetles,Coleoptera,7,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,2,"322, CV7, 2025-06-10, Cheesecloth, Diptera",flies,Diptera,24,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,2,"322, CV7, 2025-06-10, Cheesecloth, Hemiptera","aphids, adelgids",Hemiptera,30,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,2,"322, CV7, 2025-06-10, Cheesecloth, Hymenoptera",small wasps,Hymenoptera,6,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,2,"322, CV7, 2025-06-10, Cheesecloth, Collembola",springtails ,Collembola,18,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,2,"322, CV7, 2025-06-10, Cheesecloth, Collembola",mites,Acari,6,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,2,"322, CV7, 2025-06-10, Cheesecloth, Collembola",larva,Lepidoptera,2,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,2,"322, CV7, 2025-06-10, Cheesecloth, Collembola",flies,Diptera,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Hemiptera","aphids, some hoppers, some bugs, and a flat bug!",Hemiptera,21,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Misc",a broken apart millipede,Diplopoda,1,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10",winged wood roaches,Blattodea,5,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Misc","3 moth caterpillars, 2 moths",Lepidoptera,5,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Misc",spiders,Araneae,4,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Misc",bark lice,Psocodea,2,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10",springtails,Collembola,9,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Misc",mites,Acari,9,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Coleoptera",beetles,Coleoptera,209,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Coleoptera",1 mite on a Histerid,Acari,1,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Hymenoptera","ants, Halictids, small wasps, some parasitoids",Hymenoptera,11,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Diptera",flies,Diptera,65,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Misc",thrips,Thysanoptera,7,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Cheesecloth",thrips,Thysanoptera,53,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Cheesecloth",beetles,Coleoptera,9,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Cheesecloth","flies, 1 maggot",Diptera,36,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Cheesecloth","aphids, adelgids",Hemiptera,21,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Cheesecloth",1 neonate larva,Lepidoptera,1,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Cheesecloth",springtails,Collembola,26,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Cheesecloth",mites,Acari,27,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Cheesecloth",tiny red eye wasp,Hymenoptera,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Misc","large butterfly, 4 small moths",Lepidoptera,5,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Misc",1 bark louse,Psocodea,1,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Misc",spiders,Araneae,7,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Misc",springtails,Collembola,9,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Misc",mites,Acari,9,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Hemiptera","Cicadellids, aphids, and some others",Hemiptera,39,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Coleoptera",beetles,Coleoptera,126,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Hymenoptera","many ants, some bees, wasps, and tiny wasps",Hymenoptera,79,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Diptera",flies,Diptera,175,,,,,,,,
